29,,rbi,are-a,IA,((bIAc) <> (cIGd)) & ((bIAc) > (bIGe)) & ((bIAc) > (cIGf)) & (d=property) & (e=thing) & (f=adjective),,,,,,,,,,,
30,,rbi,are-g ,IG,((bIGc) <> (cIGd)) & ((eIGf) <> (eIGg)) & (d=concept-n) & (g=instance),,,,,,,,,,,
31,,rbis,at,S,((bIGc) <> (dSb)) & ((dIGf) <> (dSb)) & (c=point) & (f=particle) ,,,,,,,,,,,
32,,rbi,at-i ,AI,((dAIb) > (dIGc)) & ((bIGf) <> (dAIb)) & (c=relationship) & (f=imagination) ,,,,,,,,,,,
33,,rbi,at-n ,N,((bIGc) <> (dNb)) & ((eIGf) <> ((eNh) & (hAFg))) & ((jIGk) <> (mNg)) & ((nIGo) <> (nNp)) & (f=whole) & (c=number) & (g=1) & (k=individual) & (p=0) & (o=contradiction) ,,,,,,,,,,,
34,,rbi,at-p ,P,((dPb) > (dIGc)) & ((bIGf) <> (dPb)) & (c=relationship) & (f=possible world) ,,,,,,,,,,,
35,,rbi,at-s ,SS,((bIGc) <> (dSSb)) & ((dIGc) <> (dSSb)) & (f=sensation) & (c=point-s) ,,,,,,,,,,,
36,,rbit,at-t ,T,((dTb) > (dIGc)) & ((bIGf) <> (dTb)) & (c=relationship) & (f=moment) ,,,,,,,,,,,
37,,rbi,at-z,Z,((bIGc) <> (dZb)) & (c=point-a),,,,,,,,,,,
38,,rbi,desire,DS,((dDSb) > ((bIGc) & (bIAe))) & ((bIGf) <> (dDSb)) & (c=relationship) & (f=mind) & (e=open-r),,,,,,,,,,,
39,,r,have,H,((bHc) <> (cIGd)) & ((bHc) > (bIGe)) & ((bHc) > (cIGf)) & (d=property-n) & (e=thing) & (f=noun),,,,,,,,,,,
40,,rbi,has-w ,HW,((bIGc) <> (bHWd)) & ((dIGe) <> (bHWd)) & (d=whole) & (e=part),,,,,,,,,,,
41,,rbi,in-o,I,((c=reality-t) <> (pIc)) & ((dIGe) > (d~IGc)) & ((c=reality-t) > ((cIGf) & (cIGg))) & ((qIc) > (cHWq)) &  (e=thing) & (f=non_relationship) & (g=relationship),,,,,,,,,,,
42,,rbts,in front of,FR,((bIGc) <> (dFRb)) & ((bIGc) <> (bFRe)) & (c=point),,,,,,,,,,,
43,,rbi,is-v,IV,((bIVc) <> (bIGd)) & ((bIVc) <> (cIGf)) & ((bIVc) > (bIGe)) & (d=property-v) & (f=adverb) & (e=non_whole),,,,,,,,,,,
44,,rbi,is-y,IY,((bIYc) <> (cIGd)) & ((bIYc) <> (cIGf)) & ((bIYc) > (bIGe)) & (d=property-d) & (f=determinative) & (e=non_whole),,,,,,,,,,,
45,,rbts,left of,LF,((bIGc) <> (dLFb)) & ((bIGc) <> (bLFe)) & (c=point),,,,,,,,,,,
46,,rbi,think about,TK,((bTKd) > (dIGc)) & ((bIGf) <> (bTKd)) & (c=relationship) & (f=mind) ,,,,,,,,,,,
47,,rbi,think about,TK,"E.g.  The major difference between the TK relation and the B relation is that in the sentence: ""I think about the sentence: 'The Big Bang happened'"", it doesn't follow that I think that the 'Big Bang Happened' is true.",,,,,,,,,,,
48,,,.,,,,,,,,,,,,,
49,,,.,,"Atomic Concepts-n, properties and indexicals",,,,,,,,,,,
50,,,.,,,,,,,,,,,,,
51,,n,concept-n,,(c=concept-n) & ((bIGc) <> (zIGb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
52,,a,consistent,,(c=consistent) & ((pIAc) k^ (pPq)) & ((pIAc) > (pIGd)) & (d=relationship),,,,,,,,,,,
53,,a,contradictory,,(c=contradictory) & ((pIAc) e^ ((_IGd) & (p~P_))) & (d=possible world) & ((pIAc) > (pIGd)) & (d=relationship),,,,,,,,,,,
54,,aa,extant,,((bIAc) > (cIGd)) & (d=property),,,,,,,,,,,
55,,n,fact,,(c=fact) & ((bIGc) <> (bId)) & ((bIGc) > (bIGe)) & (((hAg) & (bIGc)) > (b~Id Th)) & (d=reality) & (e=relationship) & (g=now),,,,,,,,,,,
56,,na,here,,(b=here) > (cSb),,,,,,,,,,,
57,,n,imagination,,(c=imagination) & ((bIGc) <> (dAIb)) & ((bIGc) > (bIGf)) & (f=non_relationship),,,,,,,,,,,
58,,n,instance,,(c=instance) & ((bIGc) <> (bIGd)),,,,,,,,,,,
59,,n,integer,,(c=integer) & ((bIGc) <> (bAFd)) & ((bIGc) <> (eAFb)) & ((bIGc) <> (fNb)) & ((bIGc) > (bIGg)) & (g=non_whole),,,,,,,,,,,
60,,n,letter,,(c=letter) & ((bIGc) <> ((dPe) & (jPg))) & ((bIGc) > (bIGm)) & (hIGc) & (db^bALh) & (jb^(kIGc) > (k~ALb)) & (m=non_whole),,,,,,,,,,,
61,,n,mind,,(c=mind) & ((bIGc) > (bTKz)),,,,,,,,,,,
62,,n,mind-a,,(c=mind) & ((bIGc) <> (bTKh)) & ((bIGc) <> (bDSt)) & ((bIGc) > (bIGj)) & (((bTKr) & (rCRRq) & (sHWb) & (qPh) & (To)) > ((qPe) & (;qPf) & (Tg) & (gAo))) & (j=non_whole) & (rb^sRt INSm) & (qb^sQu INSm),,,,,,,,,,,
63,,n,mind-a,,EXP: what the last part of the definition means is that the mind has causal powers where if someone thinks r and at time 1 then it's possible that q is actual at time 2 and r corresponds to q.,,,,,,,,,,,
64,,n,moment,,(c=moment) & ((bIGc) <> (dTb)) & ((bIGc) <> (bAh)) & ((bIGc) <> (eAb)) & ((bIGc) > (bIGf)) & (f=non_whole),,,,,,,,,,,
65,,na,now,,(b=now) > (cSb),,,,,,,,,,,
66,,n,part,,(c=part) & ((bIGc) <> (dHWb)),,,,,,,,,,,
67,,n,part-p,,(c=part-p) & (((bIGc) & (bOFd)) <> (dHWb)),,,,,,,,,,,
68,,n,particle,,(c=particle) & ((bIGc) <> (bSd)) & ((bIGd) <> (hTg)) & ((bIGc) > (bIGf)) & (f=non_whole) & (g=now) & (hb^bSd),,,,,,,,,,,
69,,n,particle-m,,(c=particle-m) & ((bIGc) <> (bSSd)) & ((bIGd) <> (hTg)) & ((bIGc) > (bIGf)) & (f=non_whole) & (g=now) & (hb^bSSd),,,,,,,,,,,
70,,n,point,,(c=point) & ((bIGc) <> (dSb)) & ((bIGc) <> (eABb)) & ((bIGc) <> (bABm)) & ((bIGc) <> (fFRb)) & ((bIGc) <> (bFRj)) & ((bIGc) <> (gLFb)) & ((bIGc) <> (bLFk)) & ((bIGc) > (bIGh)) & (h=non_whole),,,,,,,,,,,
71,,n,point-s,,(c=point-s) & ((bIGc) <> (dSSb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
72,,n,point-s,,"e.g. points-s are located in a mental space, for instance, if I say that I see the Eiffel Tower in my mind and I'm not in Paris, then that Eiffel Tower is located in a region in my mental space.",,,,,,,,,,,
73,,n,point-b,,(c=point-b) & ((bIGc) <> (dZb)) & ((bIGc) <> (eABb)) & ((bIGc) <> (bABm)) & ((bIGc) <> (gLFb)) & ((bIGc) <> (bLFk)) & ((bIGc) > (bIGh)) & (h=non_whole),,,,,,,,,,,
74,,n,point-b,,EXP: the difference between point-b and point is that point-b exists in 2 dimensional space whereas point exists in three dimensional space,,,,,,,,,,,
75,,n,possible relationship,,(c=possible relationship) & ((pIGc) <> (pPb)),,,,,,,,,,,
76,,n,possible world,,(c=possible world) & ((bIGc) <> (pPb)),,,,,,,,,,,
77,,n,property,,(c=property) & ((bIGc) <> (dIAb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
78,,n,property-d,,(c=property-d) & ((bIGc) <> (dIYb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
79,,,property-d,,"EXP: In 'the man walked', 'the' is a property-d of man in that it means he is an individual",,,,,,,,,,,
80,,n,property-n,,(c=property-n) & ((bIGc) <> (dHb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
81,,n,property-v,,(c=property-v) & ((bIGc) <> (dIVb)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
82,,n,property-v,,"EXP: In 'p is-v always true', 'always' is a property-v of p.",,,,,,,,,,,
83,,n,reality-t,,((c=reality-t) <> (pIc)) & ((dIGe) > (d~IGc)) & ((c=reality-t) > ((cIGf) & (cIGg))) & ((qIc) > (cHWq)) &  (e=thing) & (f=non_relationship) & (g=relationship),,,,,,,,,,,
84,,n,sensation,,(c=sensation) & ((bIGc) <> (bSSd)) & ((bIGc) > (bIGe)) & (e=non_whole),,,,,,,,,,,
85,,n,sensorium,,(c=sensorium) & ((bIGc) <> ((bHWd) <> (eSSd))),,,,,,,,,,,
86,,na,thing,,See atomic categories,,,,,,,,,,,
87,,n,thought,,(c=thought) & ((bIGc) <> (dTKb)) & ((bIGc) > (bIGe)) & ((bIGc) <> (bAIf)) & (e=relationship),,,,,,,,,,,
88,,n,whole,,(c=whole) & ((bIGc) <> (bHWd)),,,,,,,,,,,
89,,,.,,,,,,,,,,,,,
90,,,.,,Metalinguistic Atoms,,,,,,,,,,,
91,,,.,,,,,,,,,,,,,
92,,na,abbreviation,,(c=abbreviation) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & (d=constant) & (e=variable),,,,,,,,,,,
93,,na,adjective,,(wildly disjunctive),,,,,,,,,,,
94,,na,constant,,indefinable,,,,,,,,,,,
95,,na,intransitive verb,,(wildly disjunctive),,,,,,,,,,,
96,,na,intransitive verb,,"E.g. In the sentence 'something happened', 'happened' is an intransitive verb, that is to say, a noun does not follow it.",,,,,,,,,,,
97,,na,noun,,indefinable,,,,,,,,,,,
98,,na,noun form,,indefinable,,,,,,,,,,,
99,,na,plural form,,indefinable,,,,,,,,,,,
100,,,non_spatio_temporal,,(wildly disjunctive),,,,,,,,,,,
101,,,spatio_temporal,,(wildly disjunctive),,,,,,,,,,,
102,,,active,,(wildly disjunctive),,,,,,,,,,,
103,,,passive,,(wildly disjunctive),,,,,,,,,,,
104,,na,relation,,(c=relation) & ((bIGc) > (bIGd)) & (d=non_whole),,,,,,,,,,,
105,,rai,relational variable,R,indefinable,,,,,,,,,,,
106,,na,relatum,,(c=relatum) & ((bIGc) <> (bRd)) & ((eIGc) <> (fRe)),,,,,,,,,,,
107,,a,root (word),,"(wildly disjunctive), (c=root) & ((bIAc) > (bIGd)) & (d=word)",,,,,,,,,,,
108,,na,singular form,,(wildly disjunctive),,,,,,,,,,,
109,,na,subject,,hard coded - the first relatum is the subject,,,,,,,,,,,
110,,na,subject-i,,indefinable (must occur in if the relation is an intransitive verb),,,,,,,,,,,
111,,na,subject-i,,"E.g. In the sentence 'something happened', 'something' is a subject-i",,,,,,,,,,,
112,,na,variable,,indefinable,,,,,,,,,,,
113,,na,verb form,,(wildly disjunctive),,,,,,,,,,,
114,,,.,,,,,,,,,,,,,
115,,,.,,Atomic Synonyms,,,,,,,,,,,
116,,,.,,,,,,,,,,,,,
117,,a,actual-p,,(c=actual-p) & (d=reality) & ((pIAc) <> (pId)),,,,,,,,,,,
118,,a,actual-w,,(c=actual-w) & ((bIAc) <> (b=reality)),,,,,,,,,,,
119,,a,actual-w,,e.g. we are living in the actual-w world.,,,,,,,,,,,
120,,ns,set,,(set = whole),,,,,,,,,,,
121,,rs,aware of,,(aware of=TK),,,,,,,,,,,
122,,rs,belong-g ,,(belong-g=IG),,,,,,,,,,,
123,,r,belong to,BLN,(bBLNc) <> (cHWb),,,,,,,,,,,
124,,ns,body ,,(body=particle),,,,,,,,,,,
125,,ns,category-c ,,(category-c=concept-n),,,,,,,,,,,
126,,ns,attribute,,(attribute = property),,,,,,,,,,,
127,,ns,characteristic ,,(characteristic=property),,,,,,,,,,,
128,,ns,class,,(class = concept-n),,,,,,,,,,,
129,,,class,,e.g. Mammals form a class.,,,,,,,,,,,
130,,ns,class,,"EXP: classes are usually more ephemeral than concepts, so in the future we will try to draw that distinction.  For example, in elementary school most classes only last for a year or so whereas the concept 'number' will always be extant.  It is also true though concept can probably always be replaced with class but not vice versa.",,,,,,,,,,,
131,,ns,class-w,,(class-w = whole),,,,,,,,,,,
132,,,class-w,,e.g. There is a class-w of people over there.,,,,,,,,,,,
133,,ns,class concept,,(class concept=concept-n),,,,,,,,,,,
134,,ns,agglomeration,,(agglomeration = whole),,,,,,,,,,,
135,,ns,concept-a,,(concept-a = property),,,,,,,,,,,
136,,,concept-a,,e.g. The concept-a 'red' is hard to define iff the property 'red' is hard to define.,,,,,,,,,,,
137,,ns,condition,,(condition=property),,,,,,,,,,,
138,,o,condition,,E.g. He is in a miserable condition.,,,,,,,,,,,
139,,rs,conscious of,,(conscious of=TK),,,,,,,,,,,
140,,o,conscious of,,E.g. b is conscious of 'there are dogs' iff b thinks about 'there are dogs'.,,,,,,,,,,,
141,,n,consciousness,,(consciousness=mind),,,,,,,,,,,
142,,aa,consistent,,(b=consistent) & ((cIAb) <> (cPd)),,,,,,,,,,,
143,,r,exist,EX,(exist=EX) & ((bEX) <> (bIAc)) & (c=extant),,,,,,,,,,,
144,,ns,feature ,,(feature=property),,,,,,,,,,,
145,,ns,group,,(group = whole),,,,,,,,,,,
146,,,group,,e.g. There is a group of mammals over there.,,,,,,,,,,,
147,,ns,group-c,,(group-c = concept-n),,,,,,,,,,,
148,,,group-c,,e.g. Mammals form a group-c.,,,,,,,,,,,
149,,rs,instantiate,,(instantiate=IG),,,,,,,,,,,
150,,r,instantiated by,INSP,(instantiated by=INSP) & ((bINSPc) <> (cIGb)),,,,,,,,,,,
151,,o,instantiated by,,E.g. President in 2015 is instantiated by Obama.,,,,,,,,,,,
152,,ns,item,,(item=thing),,,,,,,,,,,
153,,a,material,,(c=material) & (d=particle) & ((bIAc) <> (bIGd)),,,,,,,,,,,
154,,a,material-m,,(z=material-m) & (((bIAz) & (cIGb)) <> (cSd)),,,,,,,,,,,
155,,ns,material-n ,,(material-n=matter),,,,,,,,,,,
156,,ns,matter,,(matter=particle),,,,,,,,,,,
157,,ns,member,,(member = part),,,,,,,,,,,
158,,,member,,e.g. She is a member of this group of cats.,,,,,,,,,,,
159,,ns,member-i,,(member-i = instance),,,,,,,,,,,
160,,,member-i,,e.g. This cat is a member-i of the group 'cat'.,,,,,,,,,,,
161,,ns,mental whole,,(mental whole = thought),,,,,,,,,,,
162,,n,mind-b,,(c=mind-b) & ((bIGc) <> ((bHWd.h.j) & (dIGe) & (hIGf) & (jIGg))) & (e=mind) & (f=imagination) & (g=sensorium),,,,,,,,,,,
163,,as,natural-p,,(natural-p = material),,,,,,,,,,,
164,,ns,number-i,,(number-i=integer),,,,,,,,,,,
165,,ns,object,,(object=thing),,,,,,,,,,,
166,,n,part-f-a,,(c=part-f-a) & ((bIGc) <> (bIGd)) & (d=fact),,,,,,,,,,,
167,,n,part-f-a,,E.g. The fact 'there are-e dogs' is-g a-r part-f-a of-f-a reality.,,,,,,,,,,,
168,,n,part-i,,(c=part-i) & ((bIGc) <> (bIGd)) & (d=thought),,,,,,,,,,,
169,,n,part-i,,E.g. 'Hamlet is-e here' is-g a-r part-i of-i-m my imagination.,,,,,,,,,,,
170,,n,part-w,,(c=part-w) & ((bIGc) <> (bIGd)) & (d=possible relationship),,,,,,,,,,,
171,,n,part-w,,E.g. The relationship 'men land on Mars in-d 2050' is-g a-r part-w of-p-w some possible world.,,,,,,,,,,,
172,,as,physical-c,,(physical-c = material-c),,,,,,,,,,,
173,,as,physical-m,,(physical-m = material-m),,,,,,,,,,,
174,,as,physical ,,(physical=material),,,,,,,,,,,
175,,ns,trait,,(trait = property),,,,,,,,,,,
176,,aa,possible,,(b=possible) & ((pIAb) <> (pPc)),,,,,,,,,,,
177,,n,present,,(present = now),,,,,,,,,,,
178,,ns,qualia ,,(qualia=sensation),,,,,,,,,,,
179,,r,right of,RT,(right of=RT) & ((bRTc) <> (cLFb)),,,,,,,,,,,
180,,ns,sense datum ,,(sense datum=particle-m),,,,,,,,,,,
181,,ns,collection,,(collection = whole),,,,,,,,,,,
182,,ns,time-m ,,(time-m=moment),,,,,,,,,,,
183,,o,time-m ,,E.g. At what time-m did you see him?,,,,,,,,,,,
184,,ns,character trait,,(character trait = property),,,,,,,,,,,
185,,ns,universal,,(universal = concept-n),,,,,,,,,,,
186,,,.,,,,,,,,,,,,,
187,,,.,,Axioms,,,,,,,,,,,
188,,,.,,,,,,,,,,,,,
189,,,.,,(pIb) > (pPb),,,,,,,,,,,
190,,,.,,"e.g. what the above means is that the real world is a world where things which were once possible happened.  For this reason it follows that if b is an actual world then it is also a possible world, but if c is a possible world, it does not follow necessarily that c is the actual world.",,,,,,,,,,,
191,,,.,,(((bHWc) & (cTKd)) <> ((bHWe) & (eIGf))) & (f=particle),,,,,,,,,,,
192,,,.,,"e.g. The above axiom is used to justify panpsychism, the belief that every particle has a mind.  It doesn't follow from this that every collection of particles, such as rocks, are governed by one mind.",,,,,,,,,,,
193,,,.,,((p.qIAb) & (p.;qIAc) & p k^ q) & (b=consistent) & (c=contradictory),,,,,,,,,,,
194,,,.,,"e.g. What the symbol k^ means is that if the symbols on the left are written on a line, then we may add the symbol on the right on another line.  (parentheses are not used as normal since it is always a main connective)",,,,,,,,,,,
195,,,.,,(((bHWc.f Tk) & (fTKe)) > (fIj Tk)) & (eb^dSSc) & (j=reality-t) & (k=now),,,,,,,,,,,
196,,,.,,e.g. The above axiom helps us prove that you cannot be wrong about what exists in your sensorium at present.,,,,,,,,,,,
197,,,.,,((bHSc Td) <> (cHWg)) & ((jHSe Tf) <> (eHWh)) & ((kHWm) <> ((cHWm) & (eHWm))) & ((nHWo) <> (((cHWo) ed^ (eHWo)) & (fSUTd)) > ((kIAp) & (nIAq))) & (p=many) & (q=few) & (b=reality-8) & (j=reality-2) ,,,,,,,,,,,
198,,,.,,"e.g. The above string of conjunctions expresses our assumption that the future will be like the past.  Group c is all the properties reality has at time d, and group e is all the properties reality has at time f and group k is the group of all those properties shared by both c and e and group n is all the properties that either c has or e has but not both and group k is a large group and group n is a small group.",,,,,,,,,,,
199,,,.,,(c=extant) & ((bIAc) <> (bIGd)) & (d=thing),,,,,,,,,,,
200,,,.,,e.g. What the above allows us to prove is that every object which is referred to in our dictionary exists.,,,,,,,,,,,
201,,,.,,((pIAe) > ((dIAe) & (fIAe) & (hIAe) & (jIAe) & (kIAe) & (mIAe) & (nIAe))) & ((sPt) > (rPt)) & (sb^(rIGg) > (ozzzp)) & (rb^(qIGg) > ((q~IGd) & (q~IGf) & (q~IGh) & (q~IGj) & (q~IGk) & (q~IGm) & (q~IGn))) & (d=point) & (e=extant) & (f=moment) & (g=thing) & (h=number) & (j=property) & (k=whole) & (m=relation) & (n=concept) & (p=TK),,,,,,,,,,,
202,,,.,,"EXP: If the relation 'think' exists, then points, moment, number, property, wholes, relations and concepts exist and if the relation 'think' does not exist in possible world t then points, moments, number, property, wholes, relations and concepts does not exist in possible world t. ",,,,,,,,,,,
203,,,.,,,,,,,,,,,,,
204,,,.,,Atomic Categories,,,,,,,,,,,
205,,,.,,,,,,,,,,,,,
206,,,thing,,(c=thing) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & ((bIGd) > (bIGh)) & (d=relation) & (e=non_relation) & (h=non_whole),,,,,,,,,,,
207,,,non_relation,,(c=non_relation) & ((bIGc) <> ((bIGd) ed^ (bIGe) ed^ (bIGf) ed^ (bIGg))) & (((bIGe) ed^ (bIGf)) > (bIGh)) & (d=class concept) & (e=property-n) & (f=property) & (g=instance) & (h=non_whole),,,,,,,,,,,
208,,,class concept,,(c=class concept) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & ((bIGd) > (bIGf)) & ((bIGc) > (bIGg)) & (d=relationship) & (e=non_relationship) & (f=whole) & (g=non_whole),,,,,,,,,,,
209,,,non_relationship,,(c=non_relationship) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & (d=whole) & (e=non_whole),,,,,,,,,,,
210,,,non_whole,,(c=non_whole) & ((bIGc) <> ((bIGe) ed^ (bIGf) ed^ (bIGg) ed^ (bIGh) ed^ (bIGj) ed^ (bIGk))) & (e=letter) & (f=mind) & (g=moment) & (h=basic number) & (j=particle) & (k=point),,,,,,,,,,,
211,,,whole,, (c=whole) & ((bIGc) <> ((bIGd) ed^ (bIGe) ed^ (bIGf) ed^ (bIGg) ed^ (bIGh))) & (d=imagination) & (e=possible world) & (f=reality) & (g=sensorium) & (h=other),,,,,,,,,,,
212,,,relationship,,(c=relationship) & ((bIGc) <> ((bIGd) ed^ (bIGe))) & (d=external relationship) & (e=thought),,,,,,,,,,,
213,,,thought,,(c=thought) & ((bIGc) <> ((bIAd) ed^ (bIAe))) & (d=imaginary relationship) & (e=sensational relationship),,,,,,,,,,,
214,,,.,,,,,,,,,,,,,
215,,,.,,Connectives,,,,,,,,,,,
216,,,.,,,,,,,,,,,,,
217,,,.,,"For the following definitions, these constants will be used: (rb^p&q) & (sb^p&;q) & (tb^;p&q) & (ub^;p&;q) & (c=consistent)",,,,,,,,,,,
218,,l,>,,(p > q) & (eIAc) & (;e~IAc) & (eb^dIAc) & (db^(rIAc) & (s~IAc) & (tIAc) & (uIAc)),,,,,,,,,,,
219,,l,v+,,(p v+ q) & (eIAc) & (;e~IAc) & (eb^dIAc) & (db^(rIAc) & (s~IAc) & (tIAc) & (u~IAc)),,,,,,,,,,,
220,,l,<>,,(p <> q) & (eIAc) & (;e~IAc) & (eb^dIAc) & (db^(rIAc) & (s~IAc) & (t~IAc) & (uIAc)),,,,,,,,,,,
221,,l,i^,,postponed,,,,,,,,,,,
222,,l,nf^,,postponed,,,,,,,,,,,
223,,l,ed^,,(p ed^ q) & (eIAc) & (;e~IAc) & (eb^dIAc) & (db^(r~IAc) & (sIAc) & (tIAc) & (u~IAc)),,,,,,,,,,,
224,,lc,because,,"(because b, c) <> (b & (b i^ c))",,,,,,,,,,,
225,,,.,,,,,,,,,,,,,
226,,,.,,Connective Synonyms,,,,,,,,,,,
227,,,.,,,,,,,,,,,,,
228,,rs,entails ,,(entails = i^),,,,,,,,,,,
229,,lb,hence,,(hence = i^),,,,,,,,,,,
230,,rbt,is,=,(is = =),,,,,,,,,,,
231,,l,is-b,,(is-b = b^),,,,,,,,,,,
232,,o,is-b,,E.g. p is-b Dogs exist.,,,,,,,,,,,
233,,r,is-i ,,(is-i = <>),,,,,,,,,,,
234,,o,is-i ,,"E.g. ""To be is-i to be the value of a variable"" reduces to something exists iff something is the value of a variable and is-i is synonymous with iff.",,,,,,,,,,,
235,,rs,mean-e ,,(mean-e = <>),,,,,,,,,,,
236,,rs,means-s ,,(means-s = =),,,,,,,,,,,
237,,rs,means-t ,,(means-t = i^),,,,,,,,,,,
238,,lb,not follow,,(not follow = nf^),,,,,,,,,,,
239,,lc,since,,(since = because),,,,,,,,,,,
240,,lb,so,,(so = i^),,,,,,,,,,,
241,,r,synonymous-p with,,(synonymous-p with=<>),,,,,,,,,,,
242,,o,synonymous-p with,,E.g. The phrase There are dogs is synonymous with dogs exist.,,,,,,,,,,,
243,,r,synonymous with ,,(synonymous with==),,,,,,,,,,,
244,,o,synonymous with ,,E.g. red is synonymous with crimson.,,,,,,,,,,,
245,,lb,then,,(then = i^),,,,,,,,,,,
246,,lb,then-a,,(then-a = >),,,,,,,,,,,
247,,lb,therefore,,(therefore = i^),,,,,,,,,,,
248,,lb,thus,,(thus = i^),,,,,,,,,,,
249,,,.,,,,,,,,,,,,,
250,,,.,,Miscellaneous Words,,,,,,,,,,,
251,,,.,,,,,,,,,,,,,
252,,u,that-c,,(it IA p that q) <> (qIAp),,,,,,,,,,,
253,,u,that-c,,e.g. It is true that there are dogs iff 'there are dogs' is true.,,,,,,,,,,,
254,,u,that-o,,hard coded,,,,,,,,,,,
255,,us,that-s,,(that-s = which),,,,,,,,,,,
256,,na,that-n,,(that-n = this-n),,,,,,,,,,,
257,,na,that-n,,e.g. that-n was what I saw. (here 'that' functions as a noun),,,,,,,,,,,
258,,na,there,,(there EX b) <> (bEX),,,,,,,,,,,
259,,na,there,,e.g. There are dogs.,,,,,,,,,,,
260,,na,this-n,,(this-n Rc) <> (bRc),,,,,,,,,,,
261,,na,this-n,,e.g. this-n was what I saw. (here 'this' functions as a noun),,,,,,,,,,,
262,,u,where-i,,hardcoded - (bRc where-i dQf) <> ((bRc) & (dQf INE c)),,,,,,,,,,,
263,,u,which,,(bRc which Qd) <> ((bRc) & (cQd)),,,,,,,,,,,
264,,u,which,,e.g. I saw a man who thought iff I saw a man and he thought.,,,,,,,,,,,
265,,u,which-o,,hard coded,,,,,,,,,,,
266,,u,who,,((bRc who Qd) <> ((bRc) & (cQd) & (bIGe))) & (e=person),,,,,,,,,,,
267,,u,who-o,,hard coded,,,,,,,,,,,
268,,u,whom,,hard coded,,,,,,,,,,,
269,,,.,,,,,,,,,,,,,
270,,,.,,Redundant Words,,,,,,,,,,,
271,,,.,,,,,,,,,,,,,
272,,b,a-r,,redundant,,,,,,,,,,,
273,,b,an-r,,redundant,,,,,,,,,,,
274,,b,be-r,,redundant,,,,,,,,,,,
275,,b,did,,redundant,,,,,,,,,,,
276,,b,do,,redundant,,,,,,,,,,,
277,,b,does,,redundant,,,,,,,,,,,
278,,b,each other,,redundant,,,,,,,,,,,
279,,b,if,,redundant,,,,,,,,,,,
280,,b,in-r,,redundant,,,,,,,,,,,
281,,b,in common-r,,redundant,,,,,,,,,,,
282,,b,is-r,,redundant,,,,,,,,,,,
283,,b,is-r,,redundant,,,,,,,,,,,
284,,b,it-r,,redundant,,,,,,,,,,,
285,,b,itself-r,,redundant,,,,,,,,,,,
286,,b,of-r,,redundant,,,,,,,,,,,
287,,b,on-r,,redundant,,,,,,,,,,,
288,,b,particular,,redundant,,,,,,,,,,,
289,,b,real-g,,redundant,,,,,,,,,,,
